Teacher2 unorderedAnd recursive dependent uniform_prior "[(('BE',), [0.1547287893022479, 1]), (('ABE',), [0.025096375612287319, 18]), (('A',), [0.011171122675288891, 24]), (('ABDE',), [0.022341697697753241, 26])]"
Teacher2 Simple_depth2 recursive dependent uniform_prior "[(('BE',), [0.036548019806344791, 10]), (('ABE',), [0.038017229389853913, 25]), (('A',), [0.014694195481738266, 21]), (('ABDE',), [0.034864911416829097, 28])]"
Teacher2 Simple_depth3 recursive dependent uniform_prior "[(('BE',), [0.034741613516739087, 3]), (('ABE',), [0.036259710321842345, 25]), (('A',), [0.014854221356566878, 21]), (('ABDE',), [0.020760573764188151, 29])]"
Teacher2 Simple_depth4 recursive dependent uniform_prior "[(('BE',), [0.03410665674436273, 7]), (('ABE',), [0.03645435060900612, 25]), (('A',), [0.015469496083635256, 21]), (('ABDE',), [0.030577272456034144, 28])]"
Teacher2 Simple_depth5 recursive dependent uniform_prior "[(('BE',), [0.034015786487891983, 10]), (('ABE',), [0.036541969083930301, 25]), (('A',), [0.015688592456990034, 21]), (('ABDE',), [0.020383943794392248, 28])]"
Teacher2 Complex_depth2 recursive independent simplicity_prior "[(('BE',), [0.034107991855799019, 10]), (('ABE',), [0.091346767633557771, 20]), (('A',), [0.058006283103358813, 23]), (('ABDE',), [0.086761470155878317, 28])]"
Teacher2 unorderedAnd recursive independent simplicity_prior "[(('BE',), [0.032366182278211045, 1]), (('ABE',), [0.032364363443514961, 2]), (('A',), [0.064482518803124445, 29]), (('ABDE',), [0.032272474251894105, 6])]"
Teacher2 Simple_depth2 recursive independent simplicity_prior "[(('BE',), [0.27726341592396642, 3]), (('ABE',), [0.1540299563441801, 11]), (('A',), [0.23146226501957251, 23]), (('ABDE',), [0.23146226501957251, 23])]"
Teacher2 Simple_depth3 recursive independent simplicity_prior "[(('BE',), [0.034290000258812153, 3]), (('ABE',), [0.37396619547229842, 11]), (('A',), [0.23615311520651863, 23]), (('ABDE',), [0.23615311520651863, 23])]"
Teacher2 Simple_depth4 recursive independent simplicity_prior "[(('BE',), [0.03417955125426568, 3]), (('ABE',), [0.21891843353202933, 16]), (('A',), [0.23749082946398065, 23]), (('ABDE',), [0.23749082946398065, 23])]"
Teacher2 Simple_depth5 recursive independent simplicity_prior "[(('BE',), [0.034167717671144938, 3]), (('ABE',), [0.375463703060811, 11]), (('A',), [0.23768573430165724, 23]), (('ABDE',), [0.23768573430165724, 23])]"
Teacher2 Complex_depth2 recursive dependent simplicity_prior "[(('BE',), [0.034107991855799019, 10]), (('ABE',), [0.028289199101034244, 27]), (('A',), [0.031968559387337801, 21]), (('ABDE',), [0.2580553704738407, 24])]"
Teacher2 unorderedAnd recursive dependent simplicity_prior "[(('BE',), [0.032366182278211045, 1]), (('ABE',), [0.03226251116145077, 2]), (('A',), [0.61290320474891735, 13]), (('ABDE',), [0.1935483870967743, 1])]"
Teacher2 Simple_depth2 recursive dependent simplicity_prior "[(('BE',), [0.27726341592396642, 3]), (('ABE',), [0.089960211043083549, 25]), (('A',), [0.032112436515800022, 21]), (('ABDE',), [0.25805994327825132, 24])]"
Teacher2 Simple_depth3 recursive dependent simplicity_prior "[(('BE',), [0.034290000258812153, 3]), (('ABE',), [0.0898352249400797, 25]), (('A',), [0.032112446174146755, 21]), (('ABDE',), [0.25805994327814563, 24])]"
